Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
O35089	P23818	CNIH2	GRIA1			MGI:1277225	MGI:95808	33981040:0114:LC
O35089	P23819	CNIH2	GRIA2			MGI:1277225	MGI:95809	33981040:0114:LC
O35134	P03966	POLR1A	MYCN			MGI:1096397	MGI:97357	20211142:0018:HT|20211142:0397:HT
O35134	P15806	POLR1A	TCF3			MGI:1096397	MGI:98510	20211142:0018:HT|20211142:0397:HT
O35134	P25425	POLR1A	POU2F1			MGI:1096397	MGI:101898	20211142:0018:HT|20211142:0397:HT
O35134	P61458	POLR1A	PCBD1			MGI:1096397	MGI:94873	20211142:0018:HT|20211142:0397:HT
O35134	Q61545	POLR1A	EWSR1			MGI:1096397	MGI:99960	20211142:0018:HT|20211142:0397:HT
O35137	O35137	ALX4	ALX4			MGI:108359	MGI:108359	20211142:0018:HT|20211142:0397:HT
O35137	O35602	ALX4	RAX			MGI:108359	MGI:109632	20211142:0018:HT|20211142:0397:HT
O35137	O88609	ALX4	LMX1B			MGI:108359	MGI:1100513	20211142:0018:HT|20211142:0397:HT
O35137	O88621	ALX4	FOXH1			MGI:108359	MGI:1347465	20211142:0018:HT|20211142:0397:HT
O35137	P18111	ALX4	CDX1			MGI:108359	MGI:88360	20211142:0018:HT|20211142:0397:HT
O35137	P23812	ALX4	HOXD12			MGI:108359	MGI:96204	20211142:0018:HT|20211142:0397:HT
O35137	P24610	ALX4	PAX3			MGI:108359	MGI:97487	20211142:0018:HT|20211142:0397:HT
O35137	P31310	ALX4	HOXA10			MGI:108359	MGI:96171	20211142:0018:HT|20211142:0397:HT
O35137	P31311	ALX4	HOXA11			MGI:108359	MGI:96172	20211142:0018:HT|20211142:0397:HT
O35137	P35582	ALX4	FOXA1			MGI:108359	MGI:1347472	20211142:0018:HT|20211142:0397:HT
O35137	P40764	ALX4	DLX2			MGI:108359	MGI:94902	20211142:0018:HT|20211142:0397:HT
O35137	P43241	ALX4	CDX2			MGI:108359	MGI:88361	20211142:0018:HT|20211142:0397:HT
O35137	P43267	ALX4	SOX15			MGI:108359	MGI:98363	20211142:0018:HT|20211142:0397:HT
O35137	P48432	ALX4	SOX2			MGI:108359	MGI:98364	20211142:0018:HT|20211142:0397:HT
O35137	P62515	ALX4	POU3F4			MGI:108359	MGI:101894	20211142:0018:HT|20211142:0397:HT
O35137	P63013	ALX4	PRRX1			MGI:108359	MGI:97712	20211142:0018:HT|20211142:0397:HT
O35137	P70217	ALX4	HOXD13			MGI:108359	MGI:96205	20211142:0018:HT|20211142:0397:HT
O35137	P70321	ALX4	HOXB13			MGI:108359	MGI:107730	20211142:0018:HT|20211142:0397:HT
O35137	P70396	ALX4	DLX5			MGI:108359	MGI:101926	20211142:0018:HT|20211142:0397:HT
O35137	P70662	ALX4	LDB1			MGI:108359	MGI:894762	20211142:0018:HT|20211142:0397:HT
O35137	P80206	ALX4	OTX2			MGI:108359	MGI:97451	20211142:0018:HT|20211142:0397:HT
O35137	Q07424	ALX4	CDX4			MGI:108359	MGI:88362	20211142:0018:HT|20211142:0397:HT
O35137	Q08624	ALX4	HOXC4			MGI:108359	MGI:96195	20211142:0018:HT|20211142:0397:HT
O35137	Q63934	ALX4	POU4F2			MGI:108359	MGI:102524	20211142:0018:HT|20211142:0397:HT
O35137	Q64317	ALX4	DLX1			MGI:108359	MGI:94901	20211142:0018:HT|20211142:0397:HT
O35137	Q6PGF3	ALX4	MED16			MGI:108359	MGI:2158394	20211142:0018:HT|20211142:0397:HT
O35137	Q8CFD5	ALX4	ERCC8			MGI:108359	MGI:1919241	20211142:0018:HT|20211142:0397:HT
O35137	Q8K284	ALX4	GTF3C1			MGI:108359	MGI:107887	20211142:0018:HT|20211142:0397:HT
O35137	Q9JKD8	ALX4	TBX21			MGI:108359	MGI:1888984	20211142:0018:HT|20211142:0397:HT
O35137	Q9WUI0	ALX4	MIXL1			MGI:108359	MGI:1351322	20211142:0018:HT|20211142:0397:HT
O35137	Q9WVB3	ALX4	TLE6			MGI:108359	MGI:2149593	20211142:0018:HT|20211142:0397:HT
O35160	P43267	PITX3	SOX15			MGI:1100498	MGI:98363	20211142:0018:HT|20211142:0397:HT
O35185	O35185	BHLHE40	BHLHE40			MGI:1097714	MGI:1097714	20211142:0018:HT
O35215	O35215	DDT	DDT			MGI:1298381	MGI:1298381	25016026:0114:LC
O35235	O35235	TNFSF11	TNFSF11			MGI:1100089	MGI:1100089	11581298:0114:LC|11733492:0114:LC|PDB_1S55:0114:LC|23039992:0071:LC
O35235	O35305	TNFSF11	TNFRSF11A			MGI:1100089	MGI:1314891	23039992:0114:LC|21059944:0114:LC|20483727:0114:LC|23039992:0107:LC|21059944:0065:LC|21059944:0071:LC
O35253	O35253	SMAD7	SMAD7			MGI:1100518	MGI:1100518	33166654:0114:LC
O35284	P09450	BATF	JUNB			MGI:1859147	MGI:96647	20211142:0018:HT|20211142:0397:HT
O35298	O35298	AOAH	AOAH			MGI:1350928	MGI:1350928	29343645:0114:LC
O35305	O35305	TNFRSF11A	TNFRSF11A			MGI:1314891	MGI:1314891	20483727:0114:LC|21059944:0114:LC
O35310	O35310	HS3ST1	HS3ST1			MGI:1201606	MGI:1201606	22431632:0114:LC|15060080:0114:LC
O35317	O35437	PBX3	TCF21			MGI:97496	MGI:1202715	20211142:0018:HT|20211142:0397:HT
O35317	O70477	PBX3	PKNOX1			MGI:97496	MGI:1201409	20211142:0018:HT|20211142:0397:HT
O35317	P09079	PBX3	HOXB5			MGI:97496	MGI:96186	20211142:0018:HT|20211142:0397:HT|20211142:0096:HT
O35317	P09092	PBX3	HOXA6			MGI:97496	MGI:96178	20211142:0018:HT|20211142:0397:HT
O35317	P09631	PBX3	HOXA9			MGI:97496	MGI:96180	20211142:0018:HT|20211142:0397:HT
O35317	P09632	PBX3	HOXB8			MGI:97496	MGI:96189	20211142:0018:HT|20211142:0397:HT
O35317	P10628	PBX3	HOXD4			MGI:97496	MGI:96208	20211142:0018:HT|20211142:0397:HT
O35317	P10629	PBX3	HOXC6			MGI:97496	MGI:96197	20211142:0018:HT|20211142:0397:HT
O35317	P28357	PBX3	HOXD9			MGI:97496	MGI:96210	20211142:0018:HT|20211142:0397:HT
O35317	P28359	PBX3	HOXD10			MGI:97496	MGI:96202	20211142:0018:HT|20211142:0397:HT
O35317	P32043	PBX3	HOXC5			MGI:97496	MGI:96196	20211142:0018:HT|20211142:0397:HT
O35317	P97367	PBX3	MEIS2			MGI:97496	MGI:108564	20211142:0018:HT|20211142:0397:HT
O35317	Q08624	PBX3	HOXC4			MGI:97496	MGI:96195	20211142:0018:HT|20211142:0397:HT
O35317	Q60954	PBX3	MEIS1			MGI:97496	MGI:104717	20211142:0018:HT|20211142:0397:HT
O35317	Q8BG99	PBX3	PKNOX2			MGI:97496	MGI:2445415	20211142:0018:HT|20211142:0397:HT
O35317	Q8K5B8	PBX3	HOXC12			MGI:97496	MGI:96194	20211142:0018:HT|20211142:0397:HT
O35423	O35423	AGXT	AGXT			MGI:1329033	MGI:1329033	PDB_3KGW:0114:LC|PDB_3KGX:0114:LC
O35426	P58929	XBP1	GMEB2			MGI:98970	MGI:2652836	20211142:0018:HT|20211142:0397:HT
O35437	P15806	TCF21	TCF3			MGI:1202715	MGI:98510	11591653:0018:HT|11591653:0397:HT
O35437	P41778	TCF21	PBX1			MGI:1202715	MGI:97495	20211142:0018:HT|20211142:0397:HT
O35464	O35464	SEMA6A	SEMA6A			MGI:1203727	MGI:1203727	20881961:0071:LC|20877282:0067:LC|20881961:0028:LC|20877282:0071:LC|20877282:0028:LC|20877282:0114:LC|20881961:0114:LC
O35464	P70207	SEMA6A	PLXNA2			MGI:1203727	MGI:107684	20881961:0007:LC|20881961:0114:LC|20877282:0107:LC|20877282:0114:LC
O35484	O35484	AZIN1	AZIN1			MGI:1859169	MGI:1859169	18369191:0114:LC
O35486	O35486	CRYGS	CRYGS			MGI:1298216	MGI:1298216	PDB_6MYH:0114:LC|PDB_6MYG:0114:LC
O35551	Q9JM13	RABEP1	RABGEF1			MGI:1860236	MGI:1929459	9524116:0096:LC|9323142:0019:LC|9524116:0018:LC|9323142:0029:LC
O35613	Q9JI44	DAXX	DMAP1			MGI:1197015	MGI:1913483	20211142:0018:HT|14978102:0019:LC|14978102:0018:LC|14978102:0004:LC
O35613	Q9Z125	DAXX	CREB3L1			MGI:1197015	MGI:1347062	20211142:0018:HT|20211142:0397:HT
O35615	P17679	ZFPM1	GATA1			MGI:1095400	MGI:95661	15920471:0004:LC|15920471:0019:LC|15234987:0018:LC|15920471:0071:LC
O35625	Q6PFX9	AXIN1	TNKS			MGI:1096327	MGI:1341087	22307604:0114:LC
O35627	O35627	NR1I3	NR1I3			MGI:1346307	MGI:1346307	15610733:0114:LC|15610734:0114:LC
O35627	P28705	NR1I3	RXRG			MGI:1346307	MGI:98216	20211142:0018:HT|20211142:0397:HT
O35683	P03888	NDUFA1	MTND1			MGI:1929511	MGI:101787	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
O35683	P03899	NDUFA1	MTND3			MGI:1929511	MGI:102499	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
O35683	P03925	NDUFA1	MTND6			MGI:1929511	MGI:102495	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
O35683	Q7TMF3	NDUFA1	NDUFA12			MGI:1929511	MGI:1913664	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
O35683	Q8K3J1	NDUFA1	NDUFS8			MGI:1929511	MGI:2385079	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
O35683	Q99LY9	NDUFA1	NDUFS5			MGI:1929511	MGI:1890889	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
O35683	Q9DCJ5	NDUFA1	NDUFA8			MGI:1929511	MGI:1915625	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
O35683	Q9ERS2	NDUFA1	NDUFA13			MGI:1929511	MGI:1914434	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
O35683	Q9Z1P6	NDUFA1	NDUFA7			MGI:1929511	MGI:1913666	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
O35684	O35684	SERPINI1	SERPINI1			MGI:1194506	MGI:1194506	11557034:0114:LC
O35714	Q7TS55	TNFRSF18	TNFSF18			MGI:894675	MGI:2673064	33654081:0114:LC|18182486:0107:LC
O35716	P05532	SOCS1	KIT			MGI:1354910	MGI:96677	10679268:0018:LC|14707129:0018:LC|10022833:0018:LC
O35716	P09581	SOCS1	CSF1R			MGI:1354910	MGI:1339758	10679268:0018:LC|11297560:0018:LC|11297560:0019:LC
O35716	Q62120	SOCS1	JAK2			MGI:1354910	MGI:96629	10064597:0019:LC|10064597:0018:LC|10679268:0018:LC
O35718	P83940	SOCS3	ELOC			MGI:1201791	MGI:1915173	18590740:0096:LC|18590740:0114:LC
O35718	Q00560	SOCS3	IL6ST			MGI:1201791	MGI:96560	23454976:0114:LC|23454976:0071:LC|16630890:0114:LC|10829066:0107:LC|10829066:0004:LC|16905102:0114:LC|16905102:0065:LC
O35718	Q62120	SOCS3	JAK2			MGI:1201791	MGI:96629	23454976:0096:LC|23454976:0114:LC
O35719	P97929	RAD51B	BRCA2			MGI:1099436	MGI:109337	20211142:0018:HT
O35864	P46414	COPS5	CDKN1B			MGI:1349415	MGI:104565	11704659:0018:LC|10086358:0018:LC|11704659:0004:LC|10086358:0096:LC
O35904	O35904	PIK3CD	PIK3CD			MGI:1098211	MGI:1098211	27144736:0114:LC|22524426:0114:LC|30986068:0114:LC
O35930	O35930	GP1BA	GP1BA			MGI:1333744	MGI:1333744	31053572:0114:LC
O35955	P28063	PSMB10	PSMB8			MGI:1096380	MGI:1346527	22341445:0114:LC
O35955	P28076	PSMB10	PSMB9			MGI:1096380	MGI:1346526	22341445:0114:LC
O35955	P49722	PSMB10	PSMA2			MGI:1096380	MGI:104885	22341445:0114:LC
O35955	P99026	PSMB10	PSMB4			MGI:1096380	MGI:1098257	22341445:0114:LC
O35955	Q9QUM9	PSMB10	PSMA6			MGI:1096380	MGI:1347006	22341445:0114:LC
O35955	Q9R1P0	PSMB10	PSMA4			MGI:1096380	MGI:1347060	22341445:0114:LC
O35955	Q9R1P1	PSMB10	PSMB3			MGI:1096380	MGI:1347014	22341445:0114:LC
O35963	O35963	RAB33B	RAB33B			MGI:1330805	MGI:1330805	32737358:0114:LC
O35963	Q8C0J2	RAB33B	ATG16L1			MGI:1330805	MGI:1924290	32737358:0114:LC
O35973	O35973	PER1	PER1			MGI:1098283	MGI:1098283	20211142:0018:HT|24737000:0018:LC|22331899:0114:LC|20211142:0397:HT
O35973	O54943	PER1	PER2			MGI:1098283	MGI:1195265	20211142:0397:HT|24737000:0018:LC
O35973	O55144	PER1	TLX3			MGI:1098283	MGI:1351209	20211142:0018:HT|20211142:0397:HT
O35973	P58462	PER1	FOXP1			MGI:1098283	MGI:1914004	20211142:0018:HT|20211142:0397:HT
O35973	P97784	PER1	CRY1			MGI:1098283	MGI:1270841	23555304:0018:LC|24737000:0018:LC
O35973	Q07279	PER1	NFE2			MGI:1098283	MGI:97308	20211142:0018:HT|20211142:0397:HT
O35973	Q61545	PER1	EWSR1			MGI:1098283	MGI:99960	20211142:0018:HT|20211142:0397:HT
O35973	Q9R194	PER1	CRY2			MGI:1098283	MGI:1270859	23555304:0018:LC|24737000:0018:LC
O35984	O55144	PBX2	TLX3			MGI:1341793	MGI:1351209	20211142:0018:HT|20211142:0397:HT
O35984	O70477	PBX2	PKNOX1			MGI:1341793	MGI:1201409	20211142:0397:HT
O35984	P28359	PBX2	HOXD10			MGI:1341793	MGI:96202	20211142:0018:HT|20211142:0397:HT
O35984	P31310	PBX2	HOXA10			MGI:1341793	MGI:96171	20211142:0018:HT|20211142:0397:HT
O35984	P97367	PBX2	MEIS2			MGI:1341793	MGI:108564	20211142:0018:HT|20211142:0397:HT
O35984	Q60954	PBX2	MEIS1			MGI:1341793	MGI:104717	20211142:0018:HT|20211142:0397:HT
O35984	Q8BG99	PBX2	PKNOX2			MGI:1341793	MGI:2445415	20211142:0018:HT|20211142:0397:HT
O35984	Q8K5B8	PBX2	HOXC12			MGI:1341793	MGI:96194	20211142:0018:HT|20211142:0397:HT
O54709	O54709	KLRK1	KLRK1			MGI:1196250	MGI:1196250	11825567:0114:LC
O54714	P70338	PIAS3	GFI1			MGI:1913126	MGI:103170	11060035:0004:LC|11060035:0096:LC|20211142:0018:HT|11060035:0019:LC|11060035:0018:LC
O54714	Q04207	PIAS3	RELA			MGI:1913126	MGI:103290	20211142:0018:HT|15140884:0018:LC|15140884:0019:LC|15140884:0004:LC
O54714	Q08874	PIAS3	MITF			MGI:1913126	MGI:104554	11709556:0004:LC|20211142:0018:HT|11709556:0019:LC|11709556:0018:LC
O54724	O54724	CAVIN1	CAVIN1			MGI:1277968	MGI:1277968	25453557:0114:LC
O54784	O54784	DAPK3	DAPK3			MGI:1203520	MGI:1203520	12917339:0018:LC|9488481:0018:LC
O54784	Q06507	DAPK3	ATF4			MGI:1203520	MGI:88096	12917339:0018:LC|9488481:0018:LC
O54786	O54788	DFFA	DFFB			MGI:1196227	MGI:1196287	10932250:0077:LC|9422513:0114:LC|22727028:0081:LC|14557248:0029:LC
O54790	O54790	MAFG	MAFG			MGI:96911	MGI:96911	19797082:0114:LC
O54790	Q60795	MAFG	NFE2L2			MGI:96911	MGI:108420	20211142:0018:HT|20211142:0397:HT
O54791	Q9D071	MAFF	MMS19			MGI:96910	MGI:1919449	20211142:0018:HT|20211142:0397:HT
O54826	P42225	MLLT10	STAT1			MGI:1329038	MGI:103063	20211142:0018:HT|20211142:0397:HT
O54826	Q91X45	MLLT10	ZBTB3			MGI:1329038	MGI:1922541	20211142:0018:HT|20211142:0397:HT
O54828	P62881	RGS9	GNB5			MGI:1338824	MGI:101848	18204463:0114:LC
O54863	Q9Z1A1	TSSK2	TFG			MGI:1347559	MGI:1338041	11591653:0397:HT
O54901	Q9ES57	CD200	CD200R1			MGI:1196990	MGI:1889024	23602662:0114:LC|15946251:0107:LC|23602662:0107:LC
O54915	P28705	NR1I2	RXRG			MGI:1337040	MGI:98216	20211142:0018:HT|20211142:0397:HT
O54918	P97287	BCL2L11	MCL1			MGI:1197519	MGI:101769	18589438:0065:LC|15694340:0107:LC
O54918	Q64373	BCL2L11	BCL2L1			MGI:1197519	MGI:88139	14499110:0114:LC
O54941	O55144	SMARCE1	TLX3			MGI:1927347	MGI:1351209	20211142:0018:HT|20211142:0397:HT
O54941	P15806	SMARCE1	TCF3			MGI:1927347	MGI:98510	20211142:0018:HT|20211142:0397:HT
O54941	Q07279	SMARCE1	NFE2			MGI:1927347	MGI:97308	20211142:0018:HT|20211142:0397:HT
O54943	O54943	PER2	PER2			MGI:1195265	MGI:1195265	20211142:0397:HT|19402751:0007:LC|19402751:0114:LC|19402751:0028:LC|19402751:0071:LC|20211142:0018:HT|24737000:0018:LC
O54943	P58462	PER2	FOXP1			MGI:1195265	MGI:1914004	20211142:0018:HT|20211142:0397:HT
O54943	P97784	PER2	CRY1			MGI:1195265	MGI:1270841	24855952:0065:LC|24737000:0018:LC|23555304:0018:LC|24855952:0096:LC|24855952:0051:LC|24855952:0114:LC|24855952:0007:LC|24855952:0016:LC
O54943	Q6PGF3	PER2	MED16			MGI:1195265	MGI:2158394	20211142:0018:HT|20211142:0397:HT
O54943	Q99PM3	PER2	GTF2A1			MGI:1195265	MGI:1933277	20211142:0018:HT|20211142:0397:HT
O54943	Q9R194	PER2	CRY2			MGI:1195265	MGI:1270859	24737000:0018:LC|23555304:0018:LC|25127877:0004:LC|25127877:0114:LC|20840750:0018:LC|20840750:0007:LC
O54983	O54983	CRYM	CRYM			MGI:102675	MGI:102675	24467707:0114:LC
O55013	Q5NCF2	TRAPPC3	TRAPPC1			MGI:1351486	MGI:1098727	17110339:0114:LC
O55013	Q9CQP2	TRAPPC3	TRAPPC2			MGI:1351486	MGI:1913476	17110339:0071:LC|17110339:0114:LC|17110339:0096:LC
O55023	O55023	IMPA1	IMPA1			MGI:1933158	MGI:1933158	23027737:0114:LC
O55026	O70439	ENTPD2	STX7			MGI:1096863	MGI:1858210	11591653:0018:HT|11591653:0397:HT
O55029	Q8CIE6	COPB2	COPA			MGI:1354962	MGI:1334462	26160949:0114:LC|28621666:0114:LC
O55029	Q9JIF7	COPB2	COPB1			MGI:1354962	MGI:1917599	26160949:0114:LC
O55029	Q9QZE5	COPB2	COPG1			MGI:1354962	MGI:1858696	26160949:0114:LC|28621666:0114:LC
O55060	O55060	TPMT	TPMT			MGI:98812	MGI:98812	18484748:0114:LC|PDB_2GB4:0114:LC
O55128	O55128	SAP18	SAP18			MGI:1277978	MGI:1277978	22388736:0114:LC
O55144	O70306	TLX3	TBX15			MGI:1351209	MGI:1277234	20211142:0018:HT|20211142:0397:HT
O55144	P15307	TLX3	REL			MGI:1351209	MGI:97897	20211142:0018:HT|20211142:0397:HT
O55144	P19091	TLX3	AR			MGI:1351209	MGI:88064	20211142:0018:HT|20211142:0397:HT
O55144	P20067	TLX3	ID1			MGI:1351209	MGI:96396	20211142:0018:HT|20211142:0397:HT
O55144	P42586	TLX3	NKX2-2			MGI:1351209	MGI:97347	20211142:0018:HT|20211142:0397:HT
O55144	P80206	TLX3	OTX2			MGI:1351209	MGI:97451	20211142:0018:HT|20211142:0397:HT
O55144	P97471	TLX3	SMAD4			MGI:1351209	MGI:894293	20211142:0018:HT|20211142:0397:HT
O55144	P97480	TLX3	EYA3			MGI:1351209	MGI:109339	20211142:0018:HT|20211142:0397:HT
O55144	Q5SXJ3	TLX3	BRIP1			MGI:1351209	MGI:2442836	20211142:0018:HT|20211142:0397:HT
O55144	Q61221	TLX3	HIF1A			MGI:1351209	MGI:106918	20211142:0018:HT|20211142:0397:HT
O55144	Q62219	TLX3	TGFB1I1			MGI:1351209	MGI:102784	20211142:0018:HT|20211142:0397:HT
O55144	Q64163	TLX3	TFDP2			MGI:1351209	MGI:107167	20211142:0018:HT|20211142:0397:HT
O55144	Q64287	TLX3	IRF4			MGI:1351209	MGI:1096873	20211142:0018:HT|20211142:0397:HT
O55144	Q64701	TLX3	RBL1			MGI:1351209	MGI:103300	20211142:0018:HT|20211142:0397:HT
O55144	Q69ZU8	TLX3	ANKRD6			MGI:1351209	MGI:2154278	20211142:0018:HT|20211142:0397:HT
O55144	Q7TNV0	TLX3	DEK			MGI:1351209	MGI:1926209	20211142:0018:HT|20211142:0397:HT
O55144	Q8VDQ8	TLX3	SIRT2			MGI:1351209	MGI:1927664	20211142:0018:HT|20211142:0397:HT
O55144	Q925H1	TLX3	TRPS1			MGI:1351209	MGI:1927616	20211142:0018:HT|20211142:0397:HT
O55144	Q99LJ2	TLX3	ABTB1			MGI:1351209	MGI:1933148	20211142:0018:HT|20211142:0397:HT
O55144	Q9CQZ1	TLX3	HSBP1			MGI:1351209	MGI:1915446	20211142:0018:HT|20211142:0397:HT
O55144	Q9CXU1	TLX3	MED31			MGI:1351209	MGI:1914529	20211142:0018:HT|20211142:0397:HT
O55144	Q9D8X5	TLX3	CNOT8			MGI:1351209	MGI:1916375	20211142:0018:HT|20211142:0397:HT
O55144	Q9D902	TLX3	GTF2E2			MGI:1351209	MGI:1915403	20211142:0018:HT|20211142:0397:HT
O55144	Q9DBA9	TLX3	GTF2H1			MGI:1351209	MGI:1277216	20211142:0018:HT|20211142:0397:HT
O55144	Q9EPZ6	TLX3	TBX18			MGI:1351209	MGI:1923615	20211142:0018:HT|20211142:0397:HT
O55144	Q9EQN3	TLX3	TSC22D4			MGI:1351209	MGI:1926079	20211142:0018:HT|20211142:0397:HT
O55144	Q9JKD8	TLX3	TBX21			MGI:1351209	MGI:1888984	20211142:0018:HT|20211142:0397:HT
O55144	Q9WUU6	TLX3	HNF4G			MGI:1351209	MGI:1353604	20211142:0018:HT|20211142:0397:HT
O55144	Q9WVB3	TLX3	TLE6			MGI:1351209	MGI:2149593	20211142:0018:HT|20211142:0397:HT
O55201	P63271	SUPT5H	SUPT4H1A			MGI:1202400	MGI:107416	20211142:0018:HT|20211142:0397:HT
O55201	Q925E7	SUPT5H	PPP2R2D			MGI:1202400	MGI:1289252	16169070:0018:HT
O55203	O88609	LDB2	LMX1B			MGI:894670	MGI:1100513	20211142:0018:HT|20211142:0397:HT
O55203	P25801	LDB2	LMO2			MGI:894670	MGI:102811	20211142:0018:HT|20211142:0397:HT
O55203	P53776	LDB2	LHX4			MGI:894670	MGI:101776	20211142:0018:HT|20211142:0397:HT
O55203	P61372	LDB2	ISL1			MGI:894670	MGI:101791	20211142:0018:HT|20211142:0397:HT
O55203	P61375	LDB2	LHX5			MGI:894670	MGI:107792	20211142:0018:HT|20211142:0397:HT
O55203	P61969	LDB2	LMO4			MGI:894670	MGI:109360	20211142:0018:HT|20211142:0397:HT
O55203	P63006	LDB2	LHX1			MGI:894670	MGI:99783	20211142:0018:HT|20211142:0397:HT
O55203	Q3U4B1	LDB2	SSBP4			MGI:894670	MGI:1924150	20211142:0018:HT|20211142:0397:HT
O55203	Q8BZL8	LDB2	LMO3			MGI:894670	MGI:102810	20211142:0018:HT|20211142:0397:HT
O55203	Q8C9M8	LDB2	ZFP446			MGI:894670	MGI:2442185	20211142:0018:HT|20211142:0397:HT
O55203	Q924W9	LDB2	LMO1			MGI:894670	MGI:102812	20211142:0018:HT|20211142:0397:HT
O55203	Q9CXV0	LDB2	ISL2			MGI:894670	MGI:109156	20211142:0018:HT|20211142:0397:HT
O55203	Q9CYZ8	LDB2	SSBP2			MGI:894670	MGI:1914220	20211142:0018:HT|20211142:0397:HT
O55203	Q9D032	LDB2	SSBP3			MGI:894670	MGI:1919725	20211142:0397:HT
O55203	Q9D0P5	LDB2	PYGO1			MGI:894670	MGI:1919385	20211142:0018:HT|20211142:0397:HT
O55203	Q9JKU8	LDB2	LMX1A			MGI:894670	MGI:1888519	20211142:0018:HT|20211142:0397:HT
O55203	Q9WUH2	LDB2	LHX9			MGI:894670	MGI:1316721	20211142:0018:HT|20211142:0397:HT
O55203	Q9Z0S2	LDB2	LHX2			MGI:894670	MGI:96785	20211142:0018:HT|20211142:0397:HT
O55234	Q9R1P1	PSMB5	PSMB3			MGI:1194513	MGI:1347014	22341445:0114:LC
O55234	Q9R1P3	PSMB5	PSMB2			MGI:1194513	MGI:1347045	22341445:0114:LC
O55234	Q9Z2U0	PSMB5	PSMA7			MGI:1194513	MGI:1347070	22341445:0114:LC
O55234	Q9Z2U1	PSMB5	PSMA5			MGI:1194513	MGI:1347009	22341445:0114:LC
O55236	O55236	RNGTT	RNGTT			MGI:1329041	MGI:1329041	21683636:0114:LC
O55239	O55239	NNMT	NNMT			MGI:1099443	MGI:1099443	29483571:0114:LC|PDB_2I62:0114:LC|28720493:0114:LC
O70137	P97875	ALX3	JDP2			MGI:1277097	MGI:1932093	20211142:0018:HT|20211142:0397:HT
O70161	P26039	PIP5K1C	TLN1			MGI:1298224	MGI:1099832	15623515:0114:LC|15618517:0114:LC
O70191	P53568	ATF5	CEBPG			MGI:2141857	MGI:104982	20211142:0018:HT|20211142:0397:HT
O70220	Q9CYZ8	FOXQ1	SSBP2			MGI:1298228	MGI:1914220	20211142:0018:HT|20211142:0397:HT
O70220	Q9D032	FOXQ1	SSBP3			MGI:1298228	MGI:1919725	20211142:0018:HT|20211142:0397:HT
O70263	Q7TSN7	LNX1	IGSF5			MGI:1278335	MGI:1919308	PDB_3VQG:0114:LC
O70263	Q9QZS3	LNX1	NUMB			MGI:1278335	MGI:107423	14990566:0004:LC|9535908:0047:LC|9535908:0004:LC|14990566:0405:LC
O70273	Q9EST8	EHF	NFKBIZ			MGI:1270840	MGI:1931595	20211142:0018:HT|20211142:0397:HT
O70274	Q32NY4	PTP4A2	CNNM3			MGI:1277117	MGI:2151055	28246390:0114:LC
O70343	P33242	PPARGC1A	NR5A1			MGI:1342774	MGI:1346833	18988706:0114:LC|21108604:0004:LC|21108604:0018:LC|21108604:0096:LC
O70343	Q923E4	PPARGC1A	SIRT1			MGI:1342774	MGI:2135607	15744310:0004:LC|15744310:0019:LC|15744310:0415:LC|15744310:0406:LC|15716268:0007:LC|15744310:0096:LC|15744310:0006:LC|15716268:0406:LC
O70343	Q9Z0Y9	PPARGC1A	NR1H3			MGI:1342774	MGI:1352462	20211142:0018:HT
O70361	O70361	PER3	PER3			MGI:1277134	MGI:1277134	22331899:0114:LC
O70370	O70370	CTSS	CTSS			MGI:107341	MGI:107341	PDB_4BQV:0114:LC|PDB_4BPV:0114:LC|PDB_4BS6:0114:LC|24224654:0114:LC
O70405	O70405	ULK1	ULK1			MGI:1270126	MGI:1270126	18443221:0423:LC|19807128:0423:LC|18936157:0423:LC|10557072:0423:LC
O70405	Q91YI1	ULK1	ATG13			MGI:1270126	MGI:1196429	23392225:0071:LC|21855797:0415:LC
O70433	P22561	FHL2	WT1			MGI:1338762	MGI:98968	20211142:0018:HT
O70435	P28076	PSMA3	PSMB9			MGI:104883	MGI:1346526	22341445:0114:LC
O70435	P49722	PSMA3	PSMA2			MGI:104883	MGI:104885	22341445:0114:LC
O70435	P99026	PSMA3	PSMB4			MGI:104883	MGI:1098257	22341445:0114:LC
O70435	Q60692	PSMA3	PSMB6			MGI:104883	MGI:104880	22341445:0114:LC
O70435	Q9QUM9	PSMA3	PSMA6			MGI:104883	MGI:1347006	22341445:0114:LC
O70435	Q9R1P0	PSMA3	PSMA4			MGI:104883	MGI:1347060	22341445:0114:LC
